Region Code: EU
"Region Name: Europe"
Country Code: LUX
"Country Name: Luxembourg"
Export date: 12/2/2022 10:47:49 AM
Source location: "WHO Mortality Database portal"
Metadata information: 

Indicator Code,Indicator Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CG1605,Ill-defined injuries/accidents,2002,All,Age_all,[All],5.00000000,0.13877324,1.01706047,1.12061392,
CG0060,Chlamydia,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0070,Gonorrhoea,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0140,Diphtheria,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0150,Measles,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0160,Tetanus,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0230,Chagas disease,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0240,Schistosomiasis,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0320,Intestinal nematode infections,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0330,Ascariasis,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0400,Upper respiratory infections,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0410,Otitis media,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0490,Perinatal conditions,2002,Male,Age_all,[All],7.00000000,0.39325843,4.63444767,3.18296115,
CG0560,Vitamin A deficiency,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0570,Iron-deficiency anaemia,2002,Male,Age_all,[All],3.00000000,0.16853933,1.03424913,1.36412621,
CG0620,Oesophagus cancer,2002,Male,Age_all,[All],15.00000000,0.84269663,5.13370527,6.82063104,
CG0630,Stomach cancer,2002,Male,Age_all,[All],21.00000000,1.17977528,7.49740555,9.54888346,
CG0682,b. Non-melanoma skin cancer,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0690,Breast cancer,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0730,Prostate cancer,2002,Male,Age_all,[All],40.00000000,2.24719101,14.15274995,18.18834945,
CG0744,Thyroid cancer,2002,Male,Age_all,[All],2.00000000,0.11235955,0.78796404,0.90941747,
CG0745,Mesothelioma,2002,Male,Age_all,[All],2.00000000,0.11235955,0.71957501,0.90941747,
CG0800,Endocrine disorders,2002,Male,Age_all,[All],9.00000000,0.50561798,3.48190631,4.09237863,
CG0810,Neuropsychiatric conditions,2002,Male,Age_all,[All],74.00000000,4.15730337,26.66084407,33.64844649,
CG0880,Parkinson disease,2002,Male,Age_all,[All],20.00000000,1.12359551,6.95930053,9.09417473,
CG0890,Multiple sclerosis,2002,Male,Age_all,[All],1.00000000,0.05617978,0.40819065,0.45470874,
CG0900,Drug use disorders,2002,Male,Age_all,[All],7.00000000,0.39325843,3.17635082,3.18296115,
CG0970,Other neuropsychiatric disorders,2002,Male,Age_all,[All],9.00000000,0.50561798,3.17040855,4.09237863,
CG0980,Sense organ diseases,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1060,Hypertensive heart disease,2002,Male,Age_all,[All],11.00000000,0.61797753,3.76950657,5.00179610,
CG1070,Ischaemic heart disease,2002,Male,Age_all,[All],229.00000000,12.86516854,80.25959600,104.12830062,
CG1150,Digestive diseases,2002,Male,Age_all,[All],85.00000000,4.77528090,30.32768232,38.65024259,
CG1160,Peptic ulcer disease,2002,Male,Age_all,[All],6.00000000,0.33707865,2.05693851,2.72825242,
CG1190,Other digestive diseases,2002,Male,Age_all,[All],14.00000000,0.78651685,5.21565590,6.36592231,
CG1200,Genitourinary diseases,2002,Male,Age_all,[All],11.00000000,0.61797753,4.05846600,5.00179610,
CG1280,Gout,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1290,Back pain,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1360,Cleft palate,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1370,Oesophageal atresia,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1450,Periodontal disease,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1460,Edentulism,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1530,Fires,2002,Male,Age_all,[All],2.00000000,0.11235955,0.61718990,0.90941747,
CG1540,Drownings,2002,Male,Age_all,[All],2.00000000,0.11235955,0.97417619,0.90941747,
CG1590,War,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1600,Other intentional injuries,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0395,COVID-19,2002,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0000,All Causes,2002,Female,Age_all,[All],1823.00000000,100.00000000,380.60392292,805.69956201,
CG0080,Other STDs,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0090,HIV/AIDS,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0160,Tetanus,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0170,Meningitis,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0250,Leishmaniasis,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0330,Ascariasis,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0340,Trichuriasis,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0420,Maternal conditions,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0430,Maternal haemorrhage,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0510,Birth asphyxia and birth trauma,2002,Female,Age_all,[All],2.00000000,0.10970927,1.38924895,0.88392711,
CG0520,Other perinatal conditions,2002,Female,Age_all,[All],1.00000000,0.05485464,0.69462448,0.44196356,
CG0590,Noncommunicable diseases,2002,Female,Age_all,[All],1524.00000000,83.59846407,315.56635213,673.55245886,
CG0600,Malignant neoplasms,2002,Female,Age_all,[All],410.00000000,22.49040044,98.51863893,181.20505783,
CG0610,Mouth and oropharynx cancers,2002,Female,Age_all,[All],5.00000000,0.27427318,1.38102402,2.20981778,
CG0650,Liver cancer,2002,Female,Age_all,[All],10.00000000,0.54854635,2.50866473,4.41963556,
CG0660,Pancreas cancer,2002,Female,Age_all,[All],39.00000000,2.13933077,8.39992635,17.23657867,
CG0720,Ovary cancer,2002,Female,Age_all,[All],24.00000000,1.31651125,5.66762129,10.60712534,
CG0732,Kidney cancer,2002,Female,Age_all,[All],7.00000000,0.38398245,1.55442186,3.09374489,
CG0750,"Lymphomas, multiple myeloma",2002,Female,Age_all,[All],28.00000000,1.53592979,6.46091415,12.37497956,
CG0751,a. Hodgkin lymphoma,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0752,b. Non-Hodgkin lymphoma,2002,Female,Age_all,[All],18.00000000,0.98738343,4.30663612,7.95534400,
CG0820,Unipolar depressive disorders,2002,Female,Age_all,[All],1.00000000,0.05485464,0.14013304,0.44196356,
CG0830,Bipolar disorder,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0910,Post-traumatic stress disorder,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0920,Obsessive-compulsive disorder,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0990,Glaucoma,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1000,Cataracts,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1010,"Vision disorders, age-related",2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1080,Cerebrovascular disease,2002,Female,Age_all,[All],255.00000000,13.98793198,49.12069111,112.70070670,
CG1090,Inflammatory heart diseases,2002,Female,Age_all,[All],27.00000000,1.48107515,6.01648771,11.93301600,
CG1180,Appendicitis,2002,Female,Age_all,[All],1.00000000,0.05485464,0.35145851,0.44196356,
CG1181,Gastritis and duodenitis,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1210,Nephritis and nephrosis,2002,Female,Age_all,[All],8.00000000,0.43883708,1.74828009,3.53570845,
CG1230,Other genitourinary system diseases,2002,Female,Age_all,[All],4.00000000,0.21941854,0.60991625,1.76785422,
CG1310,Congenital anomalies,2002,Female,Age_all,[All],2.00000000,0.10970927,1.08977525,0.88392711,
CG1320,Abdominal wall defect,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1400,Congenital heart anomalies,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1410,Spina bifida,2002,Female,Age_all,[All],1.00000000,0.05485464,0.39515078,0.44196356,
CG1475,Sudden infant death syndrome,2002,Female,Age_all,[All],1.00000000,0.05485464,0.69462448,0.44196356,
CG1480,Injuries,2002,Female,Age_all,[All],89.00000000,4.88206253,24.17315648,39.33475646,
CG1542,Natural disasters,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1550,Other unintentional injuries,2002,Female,Age_all,[All],30.00000000,1.64563906,6.41659515,13.25890667,
CG0769,Other malignant neoplasms,2002,Female,Age_all,[All],12.00000000,0.65825562,2.59031674,5.30356267,
CG0789,Diabetes mellitus and endocrine disorders,2002,Female,Age_all,[All],46.00000000,2.52331322,9.66049717,20.33032356,
CG0020,Infectious and parasitic diseases,2003,All,Age_all,[All],78.00000000,1.98473282,11.00096654,17.27039235,
CG0030,Tuberculosis,2003,All,Age_all,[All],2.00000000,0.05089059,0.30088812,0.44283057,
CG0110,Childhood-cluster diseases,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0120,Pertussis,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0200,Malaria,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0210,Tropical-cluster diseases,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0280,Leprosy,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0290,Dengue,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0370,Other infectious diseases,2003,All,Age_all,[All],63.00000000,1.60305344,8.56932307,13.94916305,
CG0380,Respiratory infections,2003,All,Age_all,[All],184.00000000,4.68193384,22.07832766,40.74041272,
CG0460,Obstructed labour,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0470,Abortion,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0540,Protein-energy malnutrition,2003,All,Age_all,[All],1.00000000,0.02544529,0.10737343,0.22141529,
CG0550,Iodine deficiency,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0612,b. Nasopharynx cancers,2003,All,Age_all,[All],1.00000000,0.02544529,0.16024077,0.22141529,
CG0613,c. Other pharynx cancer,2003,All,Age_all,[All],20.00000000,0.50890585,3.23409552,4.42830573,
CG0680,Melanoma and other skin cancers,2003,All,Age_all,[All],23.00000000,0.58524173,3.07071339,5.09255159,
CG0681,a. Malignant skin melanoma,2003,All,Age_all,[All],18.00000000,0.45801527,2.48599253,3.98547516,
CG0682,b. Non-melanoma skin cancer,2003,All,Age_all,[All],5.00000000,0.12722646,0.58472086,1.10707643,
CG0732,Kidney cancer,2003,All,Age_all,[All],21.00000000,0.53435115,2.71397155,4.64972102,
CG0740,Bladder cancer,2003,All,Age_all,[All],24.00000000,0.61068702,2.85358944,5.31396688,
CG0752,b. Non-Hodgkin lymphoma,2003,All,Age_all,[All],25.00000000,0.63613232,3.67867265,5.53538216,
CG0753,c. Multiple myeloma,2003,All,Age_all,[All],15.00000000,0.38167939,2.25377975,3.32122930,
CG0830,Bipolar disorder,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0840,Schizophrenia,2003,All,Age_all,[All],1.00000000,0.02544529,0.12536873,0.22141529,
CG0850,Epilepsy,2003,All,Age_all,[All],12.00000000,0.30534351,2.00950751,2.65698344,
CG0920,Obsessive-compulsive disorder,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0930,Panic disorder,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1010,"Vision disorders, age-related",2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1020,"Hearing loss, adult onset ",2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1090,Inflammatory heart diseases,2003,All,Age_all,[All],42.00000000,1.06870229,5.64822278,9.29944203,
CG1110,Respiratory diseases,2003,All,Age_all,[All],197.00000000,5.01272265,24.71157251,43.61881144,
CG1120,Chronic obstructive pulmonary disease,2003,All,Age_all,[All],116.00000000,2.95165394,14.74172730,25.68417324,
CG1181,Gastritis and duodenitis,2003,All,Age_all,[All],1.00000000,0.02544529,0.10737343,0.22141529,
CG1182,Paralytic ileus and intestinal obstruction,2003,All,Age_all,[All],14.00000000,0.35623410,1.66652390,3.09981401,
CG1230,Other genitourinary system diseases,2003,All,Age_all,[All],5.00000000,0.12722646,0.57986711,1.10707643,
CG1240,Skin diseases,2003,All,Age_all,[All],6.00000000,0.15267176,0.65610368,1.32849172,
CG1310,Congenital anomalies,2003,All,Age_all,[All],6.00000000,0.15267176,1.43311956,1.32849172,
CG1320,Abdominal wall defect,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1330,Anencephaly,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1400,Congenital heart anomalies,2003,All,Age_all,[All],1.00000000,0.02544529,0.17829070,0.22141529,
CG1410,Spina bifida,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1480,Injuries,2003,All,Age_all,[All],228.00000000,5.80152672,38.87665940,50.48268533,
CG1490,Unintentional injuries,2003,All,Age_all,[All],172.00000000,4.37659033,27.56914442,38.08342928,
CG1542,Natural disasters,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1550,Other unintentional injuries,2003,All,Age_all,[All],69.00000000,1.75572519,9.23246531,15.27765477,
CG0769,Other malignant neoplasms,2003,All,Age_all,[All],33.00000000,0.83969466,4.36608354,7.30670445,
CG0789,Diabetes mellitus and endocrine disorders,2003,All,Age_all,[All],81.00000000,2.06106870,11.17443868,17.93463821,
CG0030,Tuberculosis,2003,Male,Age_all,[All],2.00000000,0.10389610,0.65934176,0.89740828,
CG0040,STDs excluding HIV,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0110,Childhood-cluster diseases,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0120,Pertussis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0200,Malaria,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0210,Tropical-cluster diseases,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0290,Dengue,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0300,Japanese encephalitis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0370,Other infectious diseases,2003,Male,Age_all,[All],30.00000000,1.55844156,10.70303343,13.46112427,
CG0380,Respiratory infections,2003,Male,Age_all,[All],94.00000000,4.88311688,34.74671779,42.17818939,
CG0530,Nutritional deficiencies,2003,Male,Age_all,[All],2.00000000,0.10389610,0.65405229,0.89740828,
CG0540,Protein-energy malnutrition,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0611,a. Lip and oral cavity cancers,2003,Male,Age_all,[All],4.00000000,0.20779221,1.35767194,1.79481657,
CG0612,b. Nasopharynx cancers,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0670,"Trachea, bronchus, lung cancers",2003,Male,Age_all,[All],158.00000000,8.20779221,52.65385207,70.89525451,
CG0680,Melanoma and other skin cancers,2003,Male,Age_all,[All],11.00000000,0.57142857,4.15381400,4.93574557,
CG0741,Brain and nervous system cancers,2003,Male,Age_all,[All],17.00000000,0.88311688,5.89294903,7.62797042,
CG0742,Gallbladder and biliary tract cancer,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0760,Leukaemia,2003,Male,Age_all,[All],15.00000000,0.77922078,5.06097269,6.73056214,
CG0780,Other neoplasms,2003,Male,Age_all,[All],7.00000000,0.36363636,2.55792004,3.14092900,
CG0850,Epilepsy,2003,Male,Age_all,[All],8.00000000,0.41558442,3.07958688,3.58963314,
CG0860,Alcohol use disorders,2003,Male,Age_all,[All],19.00000000,0.98701299,6.68231195,8.52537871,
CG0940,Insomnia (primary),2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0950,Migraine,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1020,"Hearing loss, adult onset ",2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1030,Other sense organ disorders,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1040,Cardiovascular diseases,2003,Male,Age_all,[All],696.00000000,36.15584416,244.12046412,312.29808314,
CG1120,Chronic obstructive pulmonary disease,2003,Male,Age_all,[All],75.00000000,3.89610390,25.01073751,33.65281068,
CG1130,Asthma,2003,Male,Age_all,[All],3.00000000,0.15584416,0.95242899,1.34611243,
CG1183,Inflammatory bowel disease,2003,Male,Age_all,[All],1.00000000,0.05194805,0.27837259,0.44870414,
CG1184,Gallbladder and biliary diseases,2003,Male,Age_all,[All],5.00000000,0.25974026,1.78412269,2.24352071,
CG1240,Skin diseases,2003,Male,Age_all,[All],2.00000000,0.10389610,0.85290148,0.89740828,
CG1250,Musculoskeletal diseases,2003,Male,Age_all,[All],5.00000000,0.25974026,1.57445390,2.24352071,
CG1260,Rheumatoid arthritis,2003,Male,Age_all,[All],2.00000000,0.10389610,0.63526678,0.89740828,
CG1330,Anencephaly,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1340,Anorectal atresia,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1420,Other Congenital anomalies,2003,Male,Age_all,[All],4.00000000,0.20779221,1.78394058,1.79481657,
CG1430,Oral conditions,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1490,Unintentional injuries,2003,Male,Age_all,[All],92.00000000,4.77922078,36.25652880,41.28078110,
CG1500,Road traffic accidents,2003,Male,Age_all,[All],31.00000000,1.61038961,13.90652231,13.90982842,
CG1510,Poisonings,2003,Male,Age_all,[All],2.00000000,0.10389610,0.88103080,0.89740828,
CG1560,Intentional injuries,2003,Male,Age_all,[All],41.00000000,2.12987013,17.00451009,18.39686984,
CG1570,Self-inflicted injuries,2003,Male,Age_all,[All],40.00000000,2.07792208,16.38913699,17.94816570,
CG1098,Ill-defined circulatory diseases,2003,Male,Age_all,[All],137.00000000,7.11688312,49.61891117,61.47246751,
CG1099,Other circulatory diseases,2003,Male,Age_all,[All],84.00000000,4.36363636,29.30091649,37.69114797,
CG0040,STDs excluding HIV,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0050,Syphilis,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0060,Chlamydia,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0130,Poliomyelitis,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0140,Diphtheria,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0220,Trypanosomiasis,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0230,Chagas disease,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0300,Japanese encephalitis,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0310,Trachoma,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0390,Lower respiratory infections,2003,Female,Age_all,[All],89.00000000,4.43890274,14.63766385,38.90268210,
CG0400,Upper respiratory infections,2003,Female,Age_all,[All],1.00000000,0.04987531,0.14350590,0.43710879,
CG0480,Other maternal conditions,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0490,Perinatal conditions,2003,Female,Age_all,[All],5.00000000,0.24937656,3.59227129,2.18554394,
CG0560,Vitamin A deficiency,2003,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0570,Iron-deficiency anaemia,2003,Female,Age_all,[All],5.00000000,0.24937656,0.82196883,2.18554394,
CG0620,Oesophagus cancer,2003,Female,Age_all,[All],7.00000000,0.34912718,1.37659101,3.05976151,
